gene	raw_value	sample_id	library_size	value_type
RACGAP1	1156	TCGA-G3-AAV1-01A-11R-A38B-07	53281325	counts
STAB2	8	TCGA-G3-AAV1-01A-11R-A38B-07	53281325	counts
TOP2A	1163	TCGA-G3-AAV1-01A-11R-A38B-07	53281325	counts
TTC13	802	TCGA-G3-AAV1-01A-11R-A38B-07	53281325	counts
UBE2Q1	3268	TCGA-G3-AAV1-01A-11R-A38B-07	53281325	counts
VIPR1	9	TCGA-G3-AAV1-01A-11R-A38B-07	53281325	counts
ADAMTS13	177	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
ADGRG7	27	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
ANGPTL6	13	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
ANLN	21	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
ASPM	89	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
BUB1B	4	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
CAP2	218	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
CDHR2	2	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
CDKN3	52	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
CENPF	66	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
CENPW	180	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
CFP	6	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
CLEC1B	0	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
CLEC4M	13	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
COL15A1	1113	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
CRHBP	30	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
CXCL14	0	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
CYP1A2	26736	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
ECM1	100	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
ECT2	21	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
FAHD2A	703	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
FCN2	31	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
FCN3	49	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
GJC1	67	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
HHIP	0	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
IRAK1	463	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
ITGA6	1172	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
LINC01093	194	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
NUSAP1	3	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
PLAC8	17	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
PLVAP	5296	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
PRC1	2	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
PTTG1	129	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
RACGAP1	99	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
STAB2	39	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
TOP2A	139	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
TTC13	303	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
UBE2Q1	2801	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
VIPR1	80	TCGA-DD-AAEB-01A-11R-A41C-07	33015132	counts
ADAMTS13	2249	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
ADGRG7	942	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
ANGPTL6	741	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
ANLN	53	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
ASPM	75	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
BUB1B	24	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
CAP2	100	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
CDHR2	3694	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
CDKN3	31	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
CENPF	70	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
CENPW	42	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
CFP	26	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
CLEC1B	194	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
CLEC4M	829	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
COL15A1	25	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
CRHBP	1900	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
CXCL14	1208	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
CYP1A2	50435	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
ECM1	1975	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
ECT2	86	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
FAHD2A	2824	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
FCN2	1666	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
FCN3	713	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
GJC1	11	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
HHIP	669	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
IRAK1	1419	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
ITGA6	417	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
LINC01093	3717	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
NUSAP1	23	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
PLAC8	168	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
PLVAP	421	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
PRC1	0	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
PTTG1	68	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
RACGAP1	95	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
STAB2	592	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
TOP2A	129	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
TTC13	155	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
UBE2Q1	1457	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
VIPR1	1053	TCGA-EP-A3RK-11A-11R-A22L-07	52610494	counts
ADAMTS13	596	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
ADGRG7	69	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
ANGPTL6	35	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
ANLN	638	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
ASPM	2608	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
BUB1B	313	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
CAP2	306	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
CDHR2	5563	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
CDKN3	821	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
CENPF	4165	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
CENPW	661	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
CFP	14	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
CLEC1B	2	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
CLEC4M	3	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
COL15A1	509	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
CRHBP	5	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
CXCL14	24	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
CYP1A2	3	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
ECM1	63	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
ECT2	1196	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
FAHD2A	1374	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
FCN2	20	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
FCN3	381	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
GJC1	113	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
HHIP	5	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
IRAK1	3991	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
ITGA6	912	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
LINC01093	8	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
NUSAP1	26	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
PLAC8	71	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
PLVAP	2789	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
PRC1	5	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
PTTG1	1903	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
RACGAP1	965	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
STAB2	31	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
TOP2A	4620	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
TTC13	1586	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
UBE2Q1	4006	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
VIPR1	21	TCGA-RC-A7S9-01A-11R-A33R-07	57171010	counts
ADAMTS13	371	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
ADGRG7	336	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
ANGPTL6	273	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
ANLN	117	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
ASPM	195	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
BUB1B	41	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
CAP2	591	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
CDHR2	3721	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
CDKN3	116	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
CENPF	135	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
CENPW	112	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
CFP	18	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
CLEC1B	51	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
CLEC4M	50	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
COL15A1	1666	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
CRHBP	727	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
CXCL14	177	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
CYP1A2	8585	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
ECM1	758	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
ECT2	242	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
FAHD2A	1554	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
FCN2	195	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
FCN3	1306	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
GJC1	123	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
HHIP	108	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
IRAK1	4639	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
ITGA6	1573	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
LINC01093	719	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
NUSAP1	26	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
PLAC8	93	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
PLVAP	6604	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
PRC1	0	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
PTTG1	172	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
RACGAP1	292	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
STAB2	149	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
TOP2A	471	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
TTC13	295	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
UBE2Q1	2291	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
VIPR1	237	TCGA-G3-A25V-01A-11R-A16W-07	52485257	counts
ADAMTS13	235	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
ADGRG7	213	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
ANGPTL6	346	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
ANLN	444	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
ASPM	1094	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
BUB1B	135	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
CAP2	759	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
CDHR2	31	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
CDKN3	695	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
CENPF	646	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
CENPW	134	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
CFP	33	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
CLEC1B	33	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
CLEC4M	25	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
COL15A1	656	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
CRHBP	688	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
CXCL14	68	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
CYP1A2	19058	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
ECM1	205	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
ECT2	395	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
FAHD2A	1028	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
FCN2	239	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
FCN3	2574	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
GJC1	259	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
HHIP	21	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
IRAK1	9194	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
ITGA6	2769	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
LINC01093	13	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
NUSAP1	8	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
PLAC8	82	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
PLVAP	2789	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
PRC1	3	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
PTTG1	376	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
RACGAP1	678	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
STAB2	80	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
TOP2A	1019	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
TTC13	639	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
UBE2Q1	4050	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
VIPR1	184	TCGA-CC-A9FS-01A-11R-A37K-07	49699150	counts
ADAMTS13	165	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
ADGRG7	17	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
ANGPTL6	79	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
ANLN	1747	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
ASPM	4021	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
BUB1B	759	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
CAP2	6924	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
CDHR2	165	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
CDKN3	950	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
CENPF	4220	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
CENPW	734	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
CFP	12	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
CLEC1B	2	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
CLEC4M	12	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
COL15A1	227	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
CRHBP	27	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
CXCL14	3	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
CYP1A2	22457	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
ECM1	282	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
ECT2	2165	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
FAHD2A	2333	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
FCN2	144	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
FCN3	55	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
GJC1	297	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
HHIP	1	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
IRAK1	8941	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
ITGA6	6433	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
LINC01093	23	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
NUSAP1	13	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
PLAC8	14	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
PLVAP	6396	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
PRC1	23	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
PTTG1	1112	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
RACGAP1	2808	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
STAB2	41	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
TOP2A	8462	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
TTC13	2164	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
UBE2Q1	6619	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
VIPR1	73	TCGA-UB-A7MC-01A-11R-A33R-07	66170641	counts
ADAMTS13	63	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
ADGRG7	19	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
ANGPTL6	42	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
ANLN	6179	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
ASPM	6553	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
BUB1B	1129	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
CAP2	1825	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
CDHR2	4	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
CDKN3	1311	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
CENPF	9657	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
CENPW	2642	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
CFP	4	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
CLEC1B	0	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
CLEC4M	0	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
COL15A1	1716	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
CRHBP	10	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
CXCL14	1	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
CYP1A2	4	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
ECM1	470	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
ECT2	3471	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
FAHD2A	832	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
FCN2	1	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
FCN3	110	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
GJC1	969	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
HHIP	16	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
IRAK1	30191	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
ITGA6	4649	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
LINC01093	13	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
NUSAP1	4	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
PLAC8	71	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
PLVAP	2959	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
PRC1	16	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
PTTG1	2942	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
RACGAP1	4579	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
STAB2	10	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
TOP2A	16844	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
TTC13	1921	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
UBE2Q1	11192	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
VIPR1	11	TCGA-G3-AAV7-01A-11R-A38B-07	43936666	counts
ADAMTS13	600	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
ADGRG7	532	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
ANGPTL6	111	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
ANLN	1068	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
ASPM	3232	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
BUB1B	585	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
CAP2	1987	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
CDHR2	81	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
CDKN3	1018	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
CENPF	1892	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
CENPW	753	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
CFP	15	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
CLEC1B	0	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
CLEC4M	0	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
COL15A1	570	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
CRHBP	7	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
CXCL14	17	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
CYP1A2	115	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
ECM1	178	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
ECT2	1448	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
FAHD2A	3187	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
FCN2	52	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
FCN3	89	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
GJC1	125	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
HHIP	1	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
IRAK1	4163	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
ITGA6	2043	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
LINC01093	11053	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
NUSAP1	30	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
PLAC8	23	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
PLVAP	6050	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
PRC1	24	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
PTTG1	1533	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
RACGAP1	1919	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
STAB2	2	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
TOP2A	3315	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
TTC13	616	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
UBE2Q1	4416	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
VIPR1	69	TCGA-BC-A10Y-01A-11R-A131-07	58716336	counts
ADAMTS13	95	TCGA-DD-AACB-01A-11R-A41C-07	28591089	counts
ADGRG7	36	TCGA-DD-AACB-01A-11R-A41C-07	28591089	counts
ANGPTL6	34	TCGA-DD-AACB-01A-11R-A41C-07	28591089	counts
ANLN	131	TCGA-DD-AACB-01A-11R-A41C-07	28591089	counts
ASPM	463	TCGA-DD-AACB-01A-11R-A41C-07	28591089	counts
BUB1B	98	TCGA-DD-AACB-01A-11R-A41C-07	28591089	counts
CAP2	1203	TCGA-DD-AACB-01A-11R-A41C-07	28591089	counts
CDHR2	706	TCGA-DD-AACB-01A-11R-A41C-07	28591089	counts
CDKN3	423	TCGA-DD-AACB-01A-11R-A41C-07	28591089	counts
CENPF	304	TCGA-DD-AACB-01A-11R-A41C-07	28591089	counts
CENPW	147	TCGA-DD-AACB-01A-11R-A41C-07	28591089	counts
CFP	22	TCGA-DD-AACB-01A-11R-A41C-07	28591089	counts
CLEC1B	0	TCGA-DD-AACB-01A-11R-A41C-07	28591089	counts
CLEC4M	5	TCGA-DD-AACB-01A-11R-A41C-07	28591089	counts
COL15A1	151	TCGA-DD-AACB-01A-11R-A41C-07	28591089	counts
CRHBP	24	TCGA-DD-AACB-01A-11R-A41C-07	28591089	counts
CXCL14	22	TCGA-DD-AACB-01A-11R-A41C-07	28591089	counts
CYP1A2	279	TCGA-DD-AACB-01A-11R-A41C-07	28591089	counts
ECM1	78	TCGA-DD-AACB-01A-11R-A41C-07	28591089	counts
ECT2	144	TCGA-DD-AACB-01A-11R-A41C-07	28591089	counts
FAHD2A	330	TCGA-DD-AACB-01A-11R-A41C-07	28591089	counts
FCN2	1	TCGA-DD-AACB-01A-11R-A41C-07	28591089	counts
FCN3	17	TCGA-DD-AACB-01A-11R-A41C-07	28591089	counts
GJC1	30	TCGA-DD-AACB-01A-11R-A41C-07	28591089	counts
HHIP	0	TCGA-DD-AACB-01A-11R-A41C-07	28591089	counts
IRAK1	2990	TCGA-DD-AACB-01A-11R-A41C-07	28591089	counts
ITGA6	2026	TCGA-DD-AACB-01A-11R-A41C-07	28591089	counts
LINC01093	3	TCGA-DD-AACB-01A-11R-A41C-07	28591089	counts
NUSAP1	6	TCGA-DD-AACB-01A-11R-A41C-07	28591089	counts
PLAC8	47	TCGA-DD-AACB-01A-11R-A41C-07	28591089	counts
PLVAP	1434	TCGA-DD-AACB-01A-11R-A41C-07	28591089	counts
PRC1	0	TCGA-DD-AACB-01A-11R-A41C-07	28591089	counts
