gene	raw_value	sample_id	library_size	value_type
LINC01093	4	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
NUSAP1	33	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
PLAC8	25	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
PLVAP	7397	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
PRC1	3	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
PTTG1	141	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
RACGAP1	336	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
STAB2	7	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
TOP2A	526	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
TTC13	739	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
UBE2Q1	6700	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
VIPR1	56	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
ADAMTS13	1596	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
ADGRG7	602	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
ANGPTL6	648	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
ANLN	15	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
ASPM	56	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
BUB1B	11	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
CAP2	267	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
CDHR2	1781	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
CDKN3	19	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
CENPF	51	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
CENPW	24	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
CFP	88	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
CLEC1B	454	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
CLEC4M	2078	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
COL15A1	42	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
CRHBP	3327	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
CXCL14	2406	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
CYP1A2	52221	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
ECM1	2627	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
ECT2	86	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
FAHD2A	2713	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
FCN2	4126	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
FCN3	9211	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
GJC1	36	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
HHIP	602	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
IRAK1	1229	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
ITGA6	1112	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
LINC01093	1825	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
NUSAP1	15	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
PLAC8	433	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
PLVAP	448	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
PRC1	0	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
PTTG1	35	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
RACGAP1	97	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
STAB2	1681	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
TOP2A	81	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
TTC13	260	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
UBE2Q1	1852	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
VIPR1	1053	TCGA-DD-A11D-11A-12R-A131-07	49880705	counts
ADAMTS13	1912	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
ADGRG7	1793	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
ANGPTL6	663	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
ANLN	24	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
ASPM	20	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
BUB1B	9	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
CAP2	194	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
CDHR2	1931	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
CDKN3	29	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
CENPF	39	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
CENPW	32	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
CFP	176	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
CLEC1B	807	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
CLEC4M	2038	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
COL15A1	38	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
CRHBP	4893	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
CXCL14	1747	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
CYP1A2	25790	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
ECM1	3628	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
ECT2	71	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
FAHD2A	2447	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
FCN2	2812	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
FCN3	7351	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
GJC1	22	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
HHIP	642	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
IRAK1	2572	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
ITGA6	1238	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
LINC01093	2281	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
NUSAP1	9	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
PLAC8	828	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
PLVAP	260	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
PRC1	0	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
PTTG1	30	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
RACGAP1	63	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
STAB2	1126	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
TOP2A	77	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
TTC13	272	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
UBE2Q1	1992	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
VIPR1	1409	TCGA-BC-A10R-11A-11R-A131-07	63572670	counts
ADAMTS13	187	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
ADGRG7	93	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
ANGPTL6	81	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
ANLN	306	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
ASPM	640	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
BUB1B	154	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
CAP2	570	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
CDHR2	44	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
CDKN3	226	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
CENPF	730	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
CENPW	124	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
CFP	10	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
CLEC1B	2	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
CLEC4M	1	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
COL15A1	2840	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
CRHBP	58	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
CXCL14	34	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
CYP1A2	68	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
ECM1	558	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
ECT2	294	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
FAHD2A	844	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
FCN2	13	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
FCN3	179	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
GJC1	201	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
HHIP	54	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
IRAK1	3097	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
ITGA6	1456	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
LINC01093	13	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
NUSAP1	10	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
PLAC8	38	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
PLVAP	3680	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
PRC1	4	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
PTTG1	623	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
RACGAP1	472	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
STAB2	41	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
TOP2A	1172	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
TTC13	583	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
UBE2Q1	2032	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
VIPR1	26	TCGA-DD-AAD2-01A-11R-A41C-07	36761981	counts
ADAMTS13	322	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
ADGRG7	108	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
ANGPTL6	72	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
ANLN	159	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
ASPM	735	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
BUB1B	98	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
CAP2	1358	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
CDHR2	285	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
CDKN3	361	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
CENPF	401	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
CENPW	275	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
CFP	5	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
CLEC1B	0	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
CLEC4M	4	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
COL15A1	108	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
CRHBP	15	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
CXCL14	0	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
CYP1A2	8	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
ECM1	77	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
ECT2	172	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
FAHD2A	1329	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
FCN2	1	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
FCN3	61	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
GJC1	150	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
HHIP	0	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
IRAK1	9853	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
ITGA6	2148	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
LINC01093	17	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
NUSAP1	4	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
PLAC8	5	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
PLVAP	1492	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
PRC1	4	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
PTTG1	844	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
RACGAP1	234	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
STAB2	2	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
TOP2A	868	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
TTC13	480	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
UBE2Q1	3030	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
VIPR1	38	TCGA-DD-AAVU-01A-11R-A41C-07	43048512	counts
ADAMTS13	627	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
ADGRG7	100	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
ANGPTL6	213	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
ANLN	209	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
ASPM	678	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
BUB1B	109	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
CAP2	2693	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
CDHR2	3412	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
CDKN3	276	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
CENPF	706	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
CENPW	90	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
CFP	28	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
CLEC1B	51	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
CLEC4M	34	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
COL15A1	1478	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
CRHBP	457	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
CXCL14	486	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
CYP1A2	430	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
ECM1	1063	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
ECT2	596	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
FAHD2A	1378	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
FCN2	112	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
FCN3	731	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
GJC1	148	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
HHIP	608	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
IRAK1	5236	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
ITGA6	5124	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
LINC01093	35	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
NUSAP1	7	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
PLAC8	96	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
PLVAP	3237	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
PRC1	5	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
PTTG1	259	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
RACGAP1	454	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
STAB2	214	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
TOP2A	772	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
TTC13	1086	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
UBE2Q1	4578	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
VIPR1	758	TCGA-DD-AAW0-01A-11R-A41C-07	50187280	counts
ADAMTS13	126	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
ADGRG7	114	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
ANGPTL6	94	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
ANLN	667	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
ASPM	889	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
BUB1B	298	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
CAP2	1522	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
CDHR2	738	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
CDKN3	434	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
CENPF	1093	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
CENPW	531	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
CFP	7	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
CLEC1B	5	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
CLEC4M	0	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
COL15A1	4348	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
CRHBP	28	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
CXCL14	18	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
CYP1A2	10	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
ECM1	817	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
ECT2	1458	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
FAHD2A	1464	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
FCN2	0	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
FCN3	124	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
GJC1	331	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
HHIP	17	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
IRAK1	3679	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
ITGA6	2629	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
LINC01093	1892	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
NUSAP1	13	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
PLAC8	16	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
PLVAP	4937	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
PRC1	5	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
PTTG1	720	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
RACGAP1	769	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
STAB2	9	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
TOP2A	2676	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
TTC13	981	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
UBE2Q1	2647	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
VIPR1	41	TCGA-PD-A5DF-01A-11R-A27V-07	46068719	counts
ADAMTS13	218	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
ADGRG7	778	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
ANGPTL6	60	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
ANLN	498	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
ASPM	848	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
BUB1B	121	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
CAP2	1603	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
CDHR2	4515	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
CDKN3	235	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
CENPF	1065	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
CENPW	107	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
CFP	10	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
CLEC1B	0	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
CLEC4M	0	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
COL15A1	1646	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
CRHBP	167	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
CXCL14	3	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
CYP1A2	587	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
ECM1	109	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
ECT2	450	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
FAHD2A	2566	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
FCN2	7	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
FCN3	58	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
GJC1	151	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
HHIP	8	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
IRAK1	4078	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
ITGA6	3027	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
LINC01093	16	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
NUSAP1	17	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
PLAC8	25	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
PLVAP	4795	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
PRC1	1	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
PTTG1	264	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
RACGAP1	545	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
STAB2	9	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
TOP2A	1207	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
TTC13	776	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
UBE2Q1	4640	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
VIPR1	121	TCGA-DD-A11B-01A-11R-A131-07	58108874	counts
ADAMTS13	619	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
ADGRG7	141	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
ANGPTL6	5	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
ANLN	649	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
ASPM	2232	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
BUB1B	285	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
CAP2	1417	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
CDHR2	8644	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
CDKN3	752	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
CENPF	1812	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
CENPW	642	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
CFP	8	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
CLEC1B	3	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
CLEC4M	0	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
COL15A1	635	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
CRHBP	297	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
CXCL14	0	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
CYP1A2	22	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
ECM1	83	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
ECT2	620	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
FAHD2A	1281	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
FCN2	11	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
FCN3	19	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
GJC1	180	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
HHIP	1	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
IRAK1	2781	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
ITGA6	3938	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
LINC01093	10	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
NUSAP1	12	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
PLAC8	18	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
PLVAP	11077	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
PRC1	8	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
PTTG1	2146	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
RACGAP1	1208	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
STAB2	17	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
TOP2A	4492	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
TTC13	1096	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
UBE2Q1	5504	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
VIPR1	29	TCGA-EP-A2KB-01A-11R-A180-07	62699072	counts
ADAMTS13	455	TCGA-GJ-A6C0-01A-12R-A311-07	54549496	counts
ADGRG7	395	TCGA-GJ-A6C0-01A-12R-A311-07	54549496	counts
ANGPTL6	229	TCGA-GJ-A6C0-01A-12R-A311-07	54549496	counts
ANLN	1215	TCGA-GJ-A6C0-01A-12R-A311-07	54549496	counts
ASPM	1437	TCGA-GJ-A6C0-01A-12R-A311-07	54549496	counts
BUB1B	364	TCGA-GJ-A6C0-01A-12R-A311-07	54549496	counts
CAP2	728	TCGA-GJ-A6C0-01A-12R-A311-07	54549496	counts
CDHR2	30	TCGA-GJ-A6C0-01A-12R-A311-07	54549496	counts
CDKN3	743	TCGA-GJ-A6C0-01A-12R-A311-07	54549496	counts
CENPF	2149	TCGA-GJ-A6C0-01A-12R-A311-07	54549496	counts
CENPW	491	TCGA-GJ-A6C0-01A-12R-A311-07	54549496	counts
CFP	2	TCGA-GJ-A6C0-01A-12R-A311-07	54549496	counts
CLEC1B	2	TCGA-GJ-A6C0-01A-12R-A311-07	54549496	counts
CLEC4M	3	TCGA-GJ-A6C0-01A-12R-A311-07	54549496	counts
COL15A1	914	TCGA-GJ-A6C0-01A-12R-A311-07	54549496	counts
CRHBP	308	TCGA-GJ-A6C0-01A-12R-A311-07	54549496	counts
CXCL14	43	TCGA-GJ-A6C0-01A-12R-A311-07	54549496	counts
CYP1A2	10	TCGA-GJ-A6C0-01A-12R-A311-07	54549496	counts
ECM1	285	TCGA-GJ-A6C0-01A-12R-A311-07	54549496	counts
ECT2	899	TCGA-GJ-A6C0-01A-12R-A311-07	54549496	counts
FAHD2A	1572	TCGA-GJ-A6C0-01A-12R-A311-07	54549496	counts
FCN2	7	TCGA-GJ-A6C0-01A-12R-A311-07	54549496	counts
FCN3	57	TCGA-GJ-A6C0-01A-12R-A311-07	54549496	counts
GJC1	151	TCGA-GJ-A6C0-01A-12R-A311-07	54549496	counts
HHIP	8	TCGA-GJ-A6C0-01A-12R-A311-07	54549496	counts
IRAK1	6749	TCGA-GJ-A6C0-01A-12R-A311-07	54549496	counts
ITGA6	5597	TCGA-GJ-A6C0-01A-12R-A311-07	54549496	counts
LINC01093	212	TCGA-GJ-A6C0-01A-12R-A311-07	54549496	counts
NUSAP1	7	TCGA-GJ-A6C0-01A-12R-A311-07	54549496	counts
PLAC8	173	TCGA-GJ-A6C0-01A-12R-A311-07	54549496	counts
PLVAP	2114	TCGA-GJ-A6C0-01A-12R-A311-07	54549496	counts
